From,To,Label,Type,Tags,Description,BoundText,Group Focus,MapYN,Mission,NYC_region,OrgCity,OrgEmail,OrgName,OrgPhone,OrgState,OrgStreet1,OrgTwitter,OrgType,OrgTypeTxt,OrgWebSite,OrgZip,PctStewTxt,PopID,PopID _ALTER,Respondent PopID,Sector,Site Type,Stewardship Function,Version,YrFnd_Num,indegree,metrics::last
GOWANUS CANAL CONSERVANCY,GOWANUS BY DESIGN,,,,,,,,,NYC,,,,,,,,,,,,,,104128,100831,,,,1,,,
WEST 80S NEIGHBORHOOD ASSOC,CURB ALLURE,,,,,,,,,NYC,,,,,,,,,,,,,,103430,102069,,,,1,,,
LOWER EAST SIDE ECOLOGY CENTER,EARTH CELEBRATIONS,,,,,,,,,NYC,,,,,,,,,,,,,,1136,1313,,,,1,,,
WOODHAVEN CULTURAL AND HISTORICAL SOCIETY,WOODHAVEN RESIDENTS BLOCK,,,,,,,,,NYC,,,,,,,,,,,,,,21037,1580,,,,1,,,
TEENS FOR FOOD JUSTICE,GROW NYC,,,,,,,,,NYC,,,,,,,,,,,,,,100882,107318,,,,1,,,
SWIM STRONG FOUNDATION,MADELAINE CHOCOLATE,,,,,,,,,NYC,,,,,,,,,,,,,,20502,107278,,,,1,,,
MASTERS OF SUCCESSION COLLECTIVE,GREEN MAP NYC,,,,,,,,,NYC,,,,,,,,,,,,,,1237,101162,,,,1,,,
FRIENDS OF GULICK PARK,HENRY STREET SETTLEMENT,,,,,,,,,NYC,,,,,,,,,,,,,,1264,20318,,,,1,,,
GOWANUS CANAL CONSERVANCY,SLADE ARCHITECTURE,,,,,,,,,NYC,,,,,,,,,,,,,,20861,100831,,,,1,,,
URBAN RESOURCES INITIATIVE,FRIENDS OF BEAVER PONDS PARK,,,,,,,,,region,,,,,,,,,,,,,,20302,61343983,,,,1,,,
UNDERWATER NY,ATLAS OBSCURA,,,,,,,,,NYC,,,,,,,,,,,,,,20060,105430,,,,1,,,
GOWANUS CANAL CONSERVANCY,PS BK 261,,,,,,,,,NYC,,,,,,,,,,,,,,106028,100831,,,,1,,,
NYC MOUNTAIN BIKE ASSOC,PARTNERSHIPS FOR PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4878,104811,,,,1,,,
PARTNERSHIPS FOR PARKS,MILL BASIN CIVIC ASSN,,,,,,,,,NYC,,,,,,,,,,,,,,101192,4878,,,,1,,,
ROCKAWAY WATERFRONT ALLIANCE,JAMAICA BAY TASK FORCE,,,,,,,,,NYC,,,,,,,,,,,,,,8111,1457,,,,1,,,
DUNBAR GARDEN COUNCIL,DAFFODIL PROJECT,,,,,,,,,NYC,,,,,,,,,,,,,,107772,103565,,,,1,,,
PARTNERSHIPS FOR PARKS,CANY PARENTS,,,,,,,,,NYC,,,,,,,,,,,,,,102979,4878,,,,1,,,
MADOO CONSERVANCY,HAMPTONS ARTS NETWORK,,,,,,,,,region,,,,,,,,,,,,,,20387,133726372,,,,1,,,
WALTER MILLER III MEMORIAL GARDEN/CASA FRELA,MILLION TREES NYC,,,,,,,,,,,,,,,,,,,,,,,101195,31013,,,,2,,,
CENTER FOR URBAN PEDAGOGY,CENTER FOR NYC NEIGHBORHOODS,,,,,,,,,NYC,,,,,,,,,,,,,,100405,100407,,,,1,,,
PARTNERSHIPS FOR PARKS,BRUCKNER BLVD BRIDGE TENANT COMMITTEE,,,,,,,,,NYC,,,,,,,,,,,,,,102909,4878,,,,1,,,
WATERFRONT ALLIANCE,BK GREENWAY INITIATIVE,,,,,,,,,NYC,,,,,,,,,,,,,,1073,2037,,,,1,,,
WELLFUL ENVIRONMENT,JEWISH COMMUNITY CENTER,,,,,,,,,NYC,,,,,,,,,,,,,,133490745,107891,,,,1,,,
AMERICAN LITTORAL SOCIETY,NPS,,,,,,,,,NYC,,,,,,,,,,,,,,4455,2003,,,,1,,,
ROCKAWAY WATERFRONT ALLIANCE,SAFE SPACE,,,,,,,,,NYC,,,,,,,,,,,,,,101678,1457,,,,1,,,
BRIARWOOD BUTTERFLY BRIGADE,LIONS CLUB,,,,,,,,,NYC,,,,,,,,,,,,,,320285956,20123,,,,1,,,
PARKSIDE PLAZA COMMITTEE,PARKSIDE EMPIRE FLATBUSH AVENUE MERCHANTS ASSOC,,,,,,,,,NYC,,,,,,,,,,,,,,20733,101504,,,,1,,,
GREENING GREENPOINT,OPEN SPACE ALLIANCE FOR N BK,,,,,,,,,NYC,,,,,,,,,,,,,,1388,104187,,,,1,,,
PARTNERSHIPS FOR PARKS,137TH ST BEAUTIFICATION PROJECT,,,,,,,,,NYC,,,,,,,,,,,,,,102155,4878,,,,1,,,
NY4P,CENTRAL PARK CONSERVANCY,,,,,,,,,NYC,,,,,,,,,,,,,,2735,1360,,,,1,,,
PARTNERSHIPS FOR PARKS,FRIENDS OF MULLALY PARK,,,,,,,,,NYC,,,,,,,,,,,,,,103958,4878,,,,1,,,
HACKENSACK RIVERKEEPER,HUDSON COUNTY NJ PARKS,,,,,,,,,region,,,,,,,,,,,,,,20414,2027,,,,1,,,
FRIENDS OF THOMAS GREENE PARK,EPA,,,,,,,,,NYC,,,,,,,,,,,,,,5710,1190,,,,1,,,
MONARCH WATCH- MONARCH WAYSTATIONS,NY PRESBYTERIAN HOSPITAL,,,,,,,,,NYC,,,,,,,,,,,,,,20604,20541,,,,1,,,
PARTNERSHIPS FOR PARKS,HELL'S KITCHEN COMMONS,,,,,,,,,NYC,,,,,,,,,,,,,,20397,4878,,,,1,,,
100 QUINCY COMMUNITY GARDEN,BROOKLYN QUEENS LAND TRUST,,,,,,,,,NYC,,,,,,,,,,,,,,1075,100048,,,,1,,,
WATERFRONT ALLIANCE,APPALACHIAN MOUNTAIN CLUB,,,,,,,,,NYC,,,,,,,,,,,,,,2266,2037,,,,1,,,
CHILDRENS GARDEN AT CAMPOS,NYCHA,,,,,,,,,NYC,,,,,,,,,,,,,,4650,103108,,,,1,,,
ROCKAWAY WATERFRONT ALLIANCE,MAS,,,,,,,,,NYC,,,,,,,,,,,,,,4426,1457,,,,1,,,
KEW GARDENS CIVIC ASSOC,Q CB9,,,,,,,,,NYC,,,,,,,,,,,,,,7908,4039,,,,1,,,
DUNBAR GARDEN COUNCIL,306 W 150TH ST GARDEN,,,,,,,,,NYC,,,,,,,,,,,,,,20006,103565,,,,1,,,
DUMBO IMPROVEMENT DISTRICT,HORTICULTURAL SOCIETY OF NY,,,,,,,,,NYC,,,,,,,,,,,,,,4638,100567,,,,1,,,
PEACEFUL VALLEY COMMUNITY GARDEN,NYRP,,,,,,,,,NYC,,,,,,,,,,,,,,1356,4896,,,,1,,,
PARTNERSHIPS FOR PARKS,FRIENDS OF COMMODORE BARRY PARK,,,,,,,,,NYC,,,,,,,,,,,,,,20307,4878,,,,1,,,
EPA- NYNJ HARBOR ESTUARY PROGRAM,CONCERNED CITIZENS OF BENSONHURST,,,,,,,,,NYC,,,,,,,,,,,,,,2013,1375,,,,1,,,
GOWANUS CANAL CONSERVANCY,TRI-LOX,,,,,,,,,NYC,,,,,,,,,,,,,,20955,100831,,,,1,,,
MONTAGUE ST BID,NYC DOT,,,,,,,,,NYC,,,,,,,,,,,,,,4528,4375,,,,1,,,
NATURE CONSERVANCY- NYC,NATURAL AREAS CONSERVANCY,,,,,,,,,NYC,,,,,,,,,,,,,,101232,1527,,,,1,,,
PROSPECT PARK ALLIANCE,NYS DEC,,,,,,,,,NYC,,,,,,,,,,,,,,4561,1421,,,,1,,,
ACTIVATE OUR GARDEN,NYS OFFICE OF ASSEMBLY  - BRAUNSTEIN,,,,,,,,,NYC,,,,,,,,,,,,,,20687,21056,,,,1,,,
PARKSIDE PLAZA COMMITTEE,NYC DOT,,,,,,,,,NYC,,,,,,,,,,,,,,4528,101504,,,,1,,,
PARTNERSHIPS FOR PARKS,NEIGHBORHOOD HOUSING SERVICES OF NORTHERN QUEENS,,,,,,,,,NYC,,,,,,,,,,,,,,4478,4878,,,,1,,,
GOWANUS CANAL CONSERVANCY,BIG REUSE,,,,,,,,,NYC,,,,,,,,,,,,,,7946,100831,,,,1,,,
PARTNERSHIPS FOR PARKS,NEW SETTLEMENT'S BRONX HELPERS,,,,,,,,,NYC,,,,,,,,,,,,,,4517,4878,,,,1,,,
CHRISTOPHER PARK ALLIANCE,NATIONAL PARK SERVICE,,,,,,,,,NYC,,,,,,,,,,,,,,4455,2827,,,,1,,,
CONEY ISLAND BEAUTIFICATION PROJECT,NATIONAL PARKS CONSERVATION ASSOC,,,,,,,,,NYC,,,,,,,,,,,,,,1337,100500,,,,1,,,
WATERFRONT ALLIANCE,BK BIRD CLUB,,,,,,,,,NYC,,,,,,,,,,,,,,100323,2037,,,,1,,,
GOWANUS CANAL CONSERVANCY,DETECTIVE JOSEPH MAYROSE COMMUNITY GARDEN,,,,,,,,,NYC,,,,,,,,,,,,,,20233,100831,,,,1,,,
BK APPLE GARDEN GROUP,NY PUBLIC LIBRARY,,,,,,,,,NYC,,,,,,,,,,,,,,7024,100318,,,,1,,,
WATERFRONT ALLIANCE,MOVEABLE BRIDGE,,,,,,,,,NYC,,,,,,,,,,,,,,20549,2037,,,,1,,,
PROSPECT HEIGHTS COMMUNITY FARM,BANG LAND TRUST,,,,,,,,,NYC,,,,,,,,,,,,,,102577,1419,,,,1,,,
ROCKAWAY WATERFRONT ALLIANCE,SEBAGO CANOE CLUB,,,,,,,,,NYC,,,,,,,,,,,,,,1470,1457,,,,1,,,
EPA- NYNJ HARBOR ESTUARY PROGRAM,FUTURE CITY INC,,,,,,,,,NYC,,,,,,,,,,,,,,2018,1375,,,,1,,,
CONCRETE SAFARIS,NYC DOHMH,,,,,,,,,NYC,,,,,,,,,,,,,,7200,100499,,,,1,,,
GOWANUS CANAL CONSERVANCY,27TH ST BLOCK,,,,,,,,,NYC,,,,,,,,,,,,,,102184,100831,,,,1,,,
LONG ISLAND CITY ROOTS,CITY PARKS FOUNDATION,,,,,,,,,NYC,,,,,,,,,,,,,,7765,1310,,,,1,,,
TROUT UNLIMITED,NYC DEP,,,,,,,,,NYC,,,,,,,,,,,,,,4642,5620,,,,1,,,
LOWER EAST SIDE ECOLOGY CENTER,NYC CITY COUNCIL- VINCENT GENTILE,,,,,,,,,NYC,,,,,,,,,,,,,,20637,1313,,,,1,,,
PARTNERSHIPS FOR PARKS,SOUTHEAST QUEENS CHAMBER OF COMMERCE,,,,,,,,,NYC,,,,,,,,,,,,,,20877,4878,,,,1,,,
WEST ISLIP BEAUTIFICATION SOCIETY,WEST ISLIP ASSOC,,,,,,,,,region,,,,,,,,,,,,,,21021,113098266,,,,1,,,
GODDARD GREEN KEEPERS,RIVERSIDE PARK,,,,,,,,,NYC,,,,,,,,,,,,,,7284,104109,,,,1,,,
MUSCONETCONG WATERSHED ASSOCIATION,NORTH JERSEY RESOURCE CONSERVATION AND DEVELOPMENT COUNCIL,,,,,,,,,region,,,,,,,,,,,,,,4615,223199292,,,,1,,,
ALFRED E SMITH RESIDENT ASSOC,NATIONAL LOW INCOME HOUSING COALITION,,,,,,,,,NYC,,,,,,,,,,,,,,20562,106981,,,,1,,,
PARTNERSHIPS FOR PARKS,"OLD TIMERS, INC",,,,,,,,,NYC,,,,,,,,,,,,,,20714,4878,,,,1,,,
YOUTH FARM,NY CARES,,,,,,,,,NYC,,,,,,,,,,,,,,1351,102133,,,,1,,,
BK NATURE CLUB,BK PUBLIC LIBRARY,,,,,,,,,NYC,,,,,,,,,,,,,,2688,100342,,,,1,,,
GOWANUS CANAL CONSERVANCY,STUYVESANT HS,,,,,,,,,NYC,,,,,,,,,,,,,,107214,100831,,,,1,,,
PARTNERSHIPS FOR PARKS,SAVE A PARK TO SAVE A CHILD,,,,,,,,,NYC,,,,,,,,,,,,,,1466,4878,,,,1,,,
BX CHILDRENS MUSEUM,FRIENDS OF PELHAM BAY PARK,,,,,,,,,NYC,,,,,,,,,,,,,,3496,100294,,,,1,,,
EARTH DAY INITIATIVE,NYC DOE,,,,,,,,,NYC,,,,,,,,,,,,,,4645,1137,,,,1,,,
LONG ISLAND CITY PARTNERSHIP,APEX TECHNICAL SCHOOL,,,,,,,,,NYC,,,,,,,,,,,,,,20041,101113,,,,1,,,
PROJECT HARMONY,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,1416,,,,1,,,
SOLAR ONE,NYSERDA,,,,,,,,,NYC,,,,,,,,,,,,,,7385,2063,,,,1,,,
LOWER EAST SIDE ECOLOGY CENTER,AMERICAN MUSEUM OF NATURAL HISTORY,,,,,,,,,NYC,,,,,,,,,,,,,,2354,1313,,,,1,,,
NYS URBAN FORESTRY COUNCIL,NYS DEC,,,,,,,,,NYC,,,,,,,,,,,,,,4561,101301,,,,1,,,
FRIENDS OF THE WILLIAMSBRIDGE OVAL,FRIENDS OF MOSHOLU PARKLAND,,,,,,,,,NYC,,,,,,,,,,,,,,100757,103989,,,,1,,,
HUNTERS POINT PARKS CONSERVANCY,SUNNYSIDE COMMUNITY SERVICES,,,,,,,,,NYC,,,,,,,,,,,,,,5461,104420,,,,1,,,
URBAN RESOURCES INITIATIVE,CASTLE ST/MONROE ST,,,,,,,,,region,,,,,,,,,,,,,,20150,61343983,,,,1,,,
AYRES-KNUTH FARM FOUNDATION,KEY CLUB,,,,,,,,,region,,,,,,,,,,,,,,20458,223602451,,,,1,,,
WATERFRONT ALLIANCE,BK CHILDRENS MUSEUM,,,,,,,,,NYC,,,,,,,,,,,,,,1072,2037,,,,1,,,
NEIGH HOUSE OF RIVERDALE,FRIENDS OF VAN CORTLANDT PARK,,,,,,,,,NYC,,,,,,,,,,,,,,1212,1449,,,,1,,,
GOWANUS DREDGERS CANOE,VILLIAGE COMMUNITY BOATHOUSE,,,,,,,,,NYC,,,,,,,,,,,,,,21002,1229,,,,1,,,
BREUKELEN SIGHT COMMUNITY GARDEN,ENY FARMERS MARKET,,,,,,,,,,,,,,,,,,,,,,,7528,31009,,,,2,,,
SWIM COALITION,GOWANUS CANAL CONSERVANCY,,,,,,,,,NYC,,,,,,,,,,,,,,100831,101675,,,,1,,,
LOWER EAST SIDE ECOLOGY CENTER,URBAN GARDEN CENTER,,,,,,,,,NYC,,,,,,,,,,,,,,102010,1313,,,,1,,,
PARTNERSHIPS FOR PARKS,IT TAKES A HOOD,,,,,,,,,NYC,,,,,,,,,,,,,,104571,4878,,,,1,,,
PARTNERSHIPS FOR PARKS,T.O.P. SOCCER,,,,,,,,,NYC,,,,,,,,,,,,,,20907,4878,,,,1,,,
NEW CANAAN LAND CONSERVATION TRUST,NEW CANAAN HIGH SCHOOL,,,,,,,,,region,,,,,,,,,,,,,,20573,66098244,,,,1,,,
PARTNERSHIPS FOR PARKS,FRIENDS OF ST JAMES PARK,,,,,,,,,NYC,,,,,,,,,,,,,,3509,4878,,,,1,,,
LOWER EAST SIDE ECOLOGY CENTER,NYS OFFICE OF ASSEMBLY- BRIAN KAVANAGH,,,,,,,,,NYC,,,,,,,,,,,,,,20691,1313,,,,1,,,
FRIENDS OF + POOL,HUDSON RIVER PARK TRUST,,,,,,,,,NYC,,,,,,,,,,,,,,1273,100046,,,,1,,,
PARTNERSHIPS FOR PARKS,BULL MOOSE DOG RUN ASSN,,,,,,,,,NYC,,,,,,,,,,,,,,20130,4878,,,,1,,,
GOWANUS DREDGERS CANOE,PARK SLOPE CIVIC COUNCIL,,,,,,,,,NYC,,,,,,,,,,,,,,4863,1229,,,,1,,,
NYC H2O,CUNY,,,,,,,,,NYC,,,,,,,,,,,,,,8704,101339,,,,1,,,
NY4P,NEIGHBORHOOD PLAZA PARTNERSHIP,,,,,,,,,NYC,,,,,,,,,,,,,,107489,1360,,,,1,,,
PARTNERSHIPS FOR PARKS,CARL SCHURZ PARK CONSERVANCY,,,,,,,,,NYC,,,,,,,,,,,,,,2635,4878,,,,1,,,
PARTNERSHIPS FOR PARKS,RAINEY PARK GROUP,,,,,,,,,NYC,,,,,,,,,,,,,,7967,4878,,,,1,,,
PARTNERSHIPS FOR PARKS,FRIENDS OF ASTORIA HEIGHTS PARK,,,,,,,,,NYC,,,,,,,,,,,,,,20300,4878,,,,1,,,
GREEN SPACE ON FOURTH,PARK SLOPE CIVIC COUNCIL,,,,,,,,,NYC,,,,,,,,,,,,,,4863,100876,,,,1,,,
MASTERS OF SUCCESSION COLLECTIVE,RECYCLE FOOD WASTE,,,,,,,,,NYC,,,,,,,,,,,,,,20800,101162,,,,1,,,
LONG ISLAND CITY PARTNERSHIP,SILVERCUP STUDIOS,,,,,,,,,NYC,,,,,,,,,,,,,,20859,101113,,,,1,,,
POMONOK RESIDENT GREEN COMMITTEE,DSNY,,,,,,,,,NYC,,,,,,,,,,,,,,7720,101363,,,,1,,,
HUNTERS HELPING THE HUNGRY,HUNTERDON LAND TRUST ALLIANCE,,,,,,,,,region,,,,,,,,,,,,,,2032,201146455,,,,1,,,
WATERFRONT ALLIANCE,ATLANTIC SUP CANOE AND KAYAK SCHOOL,,,,,,,,,NYC,,,,,,,,,,,,,,20059,2037,,,,1,,,
DAVIDSON AVE COMMUNITY GARDEN,NYBG,,,,,,,,,NYC,,,,,,,,,,,,,,1372,2987,,,,1,,,
GOWANUS CANAL CONSERVANCY,IOBY,,,,,,,,,NYC,,,,,,,,,,,,,,104483,100831,,,,1,,,
PARTNERSHIPS FOR PARKS,MAN UP,,,,,,,,,NYC,,,,,,,,,,,,,,20506,4878,,,,1,,,
UNITED COMMUNITY CENTERS,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,5662,,,,1,,,
PARTNERSHIPS FOR PARKS,FRIENDS OF CORLEARS HOOK PARK,,,,,,,,,NYC,,,,,,,,,,,,,,100747,4878,,,,1,,,
SWALE,WILLIAMS NURSERY,,,,,,,,,NYC,,,,,,,,,,,,,,21027,107273,,,,1,,,
PARTNERSHIPS FOR PARKS,WOODSIDE NEIGHBORHOOD ASSOCIATION,,,,,,,,,NYC,,,,,,,,,,,,,,102107,4878,,,,1,,,
PHOENIX COMMUNITY GARDEN,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,101526,,,,1,,,
LOWER EAST SIDE ECOLOGY CENTER,PLEASANT VILLAGE COMMUNITY GARDEN,,,,,,,,,NYC,,,,,,,,,,,,,,4938,1313,,,,1,,,
SCIENCE AND RESILIENCE INSTITUTE AT JAMAICA BAY,SUNY,,,,,,,,,NYC,,,,,,,,,,,,,,20899,101704,,,,1,,,
NYNJ TRAIL CONFERENCE,NPS,,,,,,,,,region,,,,,,,,,,,,,,4455,1361,,,,1,,,
WATERFRONT ALLIANCE,ALPHA ART,,,,,,,,,NYC,,,,,,,,,,,,,,20025,2037,,,,1,,,
MASTERS OF SUCCESSION COLLECTIVE,LUNGS,,,,,,,,,NYC,,,,,,,,,,,,,,101122,101162,,,,1,,,
LAURELWOOD ARBORETUM,MASTER GARDENER ASSOCIATION OF PASSAIC COUNTY INC,,,,,,,,,,,,,,,,,,,,,,,223494971,31026,,,,2,,,
BERGEN SWAN,SUEZ WATER,,,,,,,,,region,,,,,,,,,,,,,,20895,222957403,,,,1,,,
PARTNERSHIPS FOR PARKS,FRIENDS OF KINGFISHER POND,,,,,,,,,NYC,,,,,,,,,,,,,,20329,4878,,,,1,,,
PRESERVATION EARTH PROJECT,FOUNDATION FOR PEACE,,,,,,,,,region,,,,,,,,,,,,,,20292,464524058,,,,1,,,
ROCKAWAY BAY COASTAL ASSOC,CITIZENS,,,,,,,,,NYC,,,,,,,,,,,,,,2848,106763,,,,1,,,
LA PLAZA CULTURAL ARMANDO PEREZ,LUNGS,,,,,,,,,NYC,,,,,,,,,,,,,,101122,1300,,,,1,,,
SOUTH MOUNTAIN CONSERVANCY,ESSEX COUNTY PARKS,,,,,,,,,region,,,,,,,,,,,,,,20271,562410919,,,,1,,,
GOWANUS CANAL CONSERVANCY,RODEPH SHOLOM SCHOOL,,,,,,,,,NYC,,,,,,,,,,,,,,20823,100831,,,,1,,,
COLUMBUS AMSTERDAM BID,NYC DOE,,,,,,,,,NYC,,,,,,,,,,,,,,4645,1106,,,,1,,,
WALTER MILLER III MEMORIAL GARDEN/CASA FRELA,MARCUS GARVEY PARK ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,1320,31013,,,,2,,,
THE LACKAWAXEN RIVER CONSERVANCY,WAYNE COUNTY HISTORICAL SOCIETY,,,,,,,,,,,,,,,,,,,,,,,31083,31011,,,,2,,,
WATERFRONT ALLIANCE,CITY PARKS ALLIANCE,,,,,,,,,NYC,,,,,,,,,,,,,,20191,2037,,,,1,,,
HUNTERS HELPING THE HUNGRY,RARITAN TOWNSHIP,,,,,,,,,region,,,,,,,,,,,,,,7831,201146455,,,,1,,,
WATERFRONT ALLIANCE,BK BRAINERY,,,,,,,,,NYC,,,,,,,,,,,,,,102851,2037,,,,1,,,
HUDSON RIVER COMMUNITY SAILING,RIVERKEEPER,,,,,,,,,NYC,,,,,,,,,,,,,,1450,100967,,,,1,,,
EPA- NYNJ HARBOR ESTUARY PROGRAM,RIVERKEEPER,,,,,,,,,NYC,,,,,,,,,,,,,,1450,1375,,,,1,,,
PARTNERSHIPS FOR PARKS,COBBLE HILL ASSN,,,,,,,,,NYC,,,,,,,,,,,,,,2914,4878,,,,1,,,
PARTNERSHIPS FOR PARKS,GREEN TEENS,,,,,,,,,NYC,,,,,,,,,,,,,,7223,4878,,,,1,,,
TOWN SQUARE,NYC DSNY,,,,,,,,,NYC,,,,,,,,,,,,,,7220,5594,,,,1,,,
NY LEAGUE OF CONSERVATION VOTERS,NYC ENV DEFENSE FUND,,,,,,,,,NYC,,,,,,,,,,,,,,101279,4550,,,,1,,,
FRIENDS OF ST MARKS CHILDRENS PARK,BK BOTANIC GARDEN,,,,,,,,,NYC,,,,,,,,,,,,,,1067,100766,,,,1,,,
FRIENDS OF DOWNTOWN PARKS NYC/ GREEN BELOW 14,FRIENDS OF VESUVIO PLAYGROUND,,,,,,,,,NYC,,,,,,,,,,,,,,20348,461974668,,,,1,,,
EAST RIVER CREW,FRIENDS OF THE EAST RIVER ESPLANADE,,,,,,,,,NYC,,,,,,,,,,,,,,100768,100529,,,,1,,,
HARLEM MEMORIAL COMMUNITY DEVELOPMENT,TREAT ME RIGHT,,,,,,,,,NYC,,,,,,,,,,,,,,20953,101647,,,,1,,,
GOWANUS CANAL CONSERVANCY,ATLANTIC AVE BID,,,,,,,,,NYC,,,,,,,,,,,,,,2349,100831,,,,1,,,
NYC FOOD POLICY CTR - CUNY - HUNTER,HUNTER COLLEGE - NEW YORK CITY FOOD POLICY CENTER,,,,,,,,,NYC,,,,,,,,,,,,,,104413,104413,,,,1,,,
ROCKAWAY WATERFRONT ALLIANCE,RECYCLE-A-BICYCLE,,,,,,,,,NYC,,,,,,,,,,,,,,1440,1457,,,,1,,,
6TH ST COMMUNITY CENTER,LOWER EAST SIDE ECOLOGY CENTER,,,,,,,,,NYC,,,,,,,,,,,,,,1313,5317,,,,1,,,
WATERFRONT ALLIANCE,AMERICAN SOCIETY OF LANDSCAPE ARCHITECTS,,,,,,,,,NYC,,,,,,,,,,,,,,102414,2037,,,,1,,,
810 GERARD CSA,TARGET ANDERSON COMMUNITY GARDEN,,,,,,,,,NYC,,,,,,,,,,,,,,20910,102243,,,,1,,,
EAST NY 4 GARDENS,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,103608,,,,1,,,
KENT CONSERVATION FOUNDATION,NYS DEC,,,,,,,,,region,,,,,,,,,,,,,,4561,472465496,,,,1,,,
PARTNERSHIPS FOR PARKS,LINCOLN TERRACE PARK ALLIANCE,,,,,,,,,NYC,,,,,,,,,,,,,,107443,4878,,,,1,,,
BALDWIN LEARNING CENTER COALITION,TEENS FOR FOOD JUSTICE,,,,,,,,,NYC,,,,,,,,,,,,,,107318,20066,,,,1,,,
SI OUTLOUD,NPS,,,,,,,,,NYC,,,,,,,,,,,,,,4455,1504,,,,1,,,
LOWER MANHATTAN CULTURAL COUNCIL,NY HARBOR SCHOOL,,,,,,,,,NYC,,,,,,,,,,,,,,101971,101119,,,,1,,,
FRIENDS OF MACDONALD PARK,NYC PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4655,20333,,,,1,,,
NEWTOWN HISTORICAL SOCIETY,NYC PARK ADVOCATES,,,,,,,,,NYC,,,,,,,,,,,,,,1378,105425,,,,1,,,
CONEY ISLAND BEAUTIFICATION PROJECT,NYC DSNY,,,,,,,,,NYC,,,,,,,,,,,,,,7220,100500,,,,1,,,
GOWANUS CANAL CONSERVANCY,PACKER COLLEGIATE INSTITUTE,,,,,,,,,NYC,,,,,,,,,,,,,,7160,100831,,,,1,,,
FORT GREEN ASSOCIATION,BK CB 2,,,,,,,,,,,,,,,,,,,,,,,2955,1181,,,,2,,,
CONEY ISLAND BRIGHTON BEACH OPEN WATER SWIMMERS,RIVERKEEPER,,,,,,,,,NYC,,,,,,,,,,,,,,1450,100501,,,,1,,,
SNAP TO GROW URBAN FARM AND LEARNING GARDEN,SHORE PARKWAY JEWISH CENTER,,,,,,,,,,,,,,,,,,,,,,,31076,31016,,,,2,,,
MAMA DEES GARDEN,BROOKLYN QUEENS LAND TRUST,,,,,,,,,NYC,,,,,,,,,,,,,,1075,4238,,,,1,,,
PARTNERSHIPS FOR PARKS,BX PARK EAST COMMUNITY ASSOC,,,,,,,,,NYC,,,,,,,,,,,,,,100310,4878,,,,1,,,
OCEANPORT WATER WATCH,NYNJ HARBOR ESTUARY PROGRAM,,,,,,,,,NYC,,,,,,,,,,,,,,1375,105726,,,,1,,,
FRIENDS OF DOWNTOWN PARKS NYC/ GREEN BELOW 14,SOHO BROADWAY INITIATIVE,,,,,,,,,NYC,,,,,,,,,,,,,,106997,461974668,,,,1,,,
PARTNERSHIPS FOR PARKS,SUNSET GARDEN CLUB,,,,,,,,,NYC,,,,,,,,,,,,,,5466,4878,,,,1,,,
MORE GARDENS FUND,EL JARDIN DEL PARAISO,,,,,,,,,NYC,,,,,,,,,,,,,,1158,1329,,,,1,,,
GOWANUS CANAL CONSERVANCY,DLANDSTUDIO,,,,,,,,,NYC,,,,,,,,,,,,,,103517,100831,,,,1,,,
GREEN MAP NYC,PARTNERSHIPS FOR PARKS,,,,,,,,,NYC,,,,,,,,,,,,,,4878,1237,,,,1,,,
GOWANUS CANAL CONSERVANCY,FRIENDS OF THOMAS GREENE PARK,,,,,,,,,NYC,,,,,,,,,,,,,,1190,100831,,,,1,,,
PARTNERSHIPS FOR PARKS,FRIENDS OF ST NICHOLAS PARK,,,,,,,,,NYC,,,,,,,,,,,,,,3510,4878,,,,1,,,
EAST OF HUDSON WATERSHED CORP,TOWN OF CORTLANDT,,,,,,,,,region,,,,,,,,,,,,,,20926,453809317,,,,1,,,
WEST 80S NEIGHBORHOOD ASSOC,PS M 402- URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,,,,,,,,,NYC,,,,,,,,,,,,,,107671,102069,,,,1,,,
FRIENDS OF ANDERSON PARK,ESSEX COUNTY NJ,,,,,,,,,region,,,,,,,,,,,,,,20270,141975087,,,,1,,,
WILLIAM B WASHINGTON MEMORIAL GARDEN,CENYC,,,,,,,,,NYC,,,,,,,,,,,,,,1121,102096,,,,1,,,
GREATER FLUSHING CHAMBER OF COMMERCE,FLUSHING FRIENDS MEETING,,,,,,,,,NYC,,,,,,,,,,,,,,103837,104155,,,,1,,,
ROCKAWAY WATERFRONT ALLIANCE,QUEENS CIVIC CONGRESS,,,,,,,,,NYC,,,,,,,,,,,,,,101583,1457,,,,1,,,
PARTNERSHIPS FOR PARKS,FRIENDS OF RED HOOK RECREATION CENTER,,,,,,,,,NYC,,,,,,,,,,,,,,20339,4878,,,,1,,,
