Label,Type,Tags,Description,BoundText,Group Focus,MapYN,Mission,NYC_region,OrgCity,OrgEmail,OrgName,OrgPhone,OrgState,OrgStreet1,OrgTwitter,OrgType,OrgTypeTxt,OrgWebSite,OrgZip,PctStewTxt,PopID,PopID _ALTER,Respondent PopID,Sector,Site Type,Stewardship Function,Version,YrFnd_Num,indegree,metrics::last
27 STREET BLOCK,,,,"27 Street between 4 and 5 Ave, Brooklyn, NY",Community improvement and capacity building,Yes,Beautify our local environment. Unify our neighbors. Green our street.,,Brooklyn,Bdentz@gmail.com,27 Street Block Association,347-423-5521,NY,"223 27 St, Apt 1",,11,Other,,11232,60-79%,100068,,,Civic,Street tree,MANAGE,1,2013,0,0
GUARDIANS OF FLUSHING BAY,,,,"Flushing Bay, the waterway and waterfront along the Flushing Bay promenade. We also advocate on behalf of Flushing Creek.",Toxics / pollution related,Yes,To advocate for and promote a clean and healthy Flushing Bay.,,,guardiansofflushingbay@gmail.com,Guardians of Flushing Bay,,,,,1,501(c)(3) (or has applied),,,60-79%,100884,,,Civic,Other,ADVOCATE,1,2015,1,1
KENT CONSERVATION FOUNDATION,,,,"The Town of Kent, NY. In particular, 
  - The  Nimham Mountain State Forest
  - The Horsepound Unit of the NYC DEP.",Other,Yes,The Kent Conservation Foundation is a 501(c)(3) nonprofit organization whose mission is to support preservation and restoration projects identified as priorities by the Kent Conservation Advisory Committee. These are projects that cannot be funded by tow,,Patterson,,Kent Conservation Foundation,,NY,P.O. Box 474,,1,501(c)(3) (or has applied),http://thekcf.org,12563,80-100%,472465496,,,Civic,Forest / Woodland,MANAGE,1,2014,0,0
SCHOLARS ACADEMY,,,,,,,,,,,,,,,,,,,,,7050,,,Civic,,,,,1,1
NORTHEAST EARTH COALITION,,,,"1) Green Acre Community Garden Rosa Parks Blvd, Paterson, NJ
2) Veterans Community Garden 18th St. Paterson, NJ
3) Women Center Community Garden Washington Ave, Passaic NJ
4) Crane Park Demonstration Garden Glenridge Ave. Montclair, NJ
5) Pine Street Com",Environment,Yes,"The NEEC works at the community level to protect the environment and promote local sustainability and food security. The NEEC supports the work of community & environmental activists who give hope for a better future. To accomplish this, we seek to bring",,Montclair,NEEARTHCOALITION@gmail.com,"Northeast Earth Coalition, Inc.",646-225-8414,NJ,P.O. Box 550,@neecoalition,1,501(c)(3) (or has applied),http://neearth.org,7042,,811561104,,,Civic,,,1,2015,0,0
SCHERVIER NURSING CARE CENTER,,,,,,,,,,,,,,,,,,,,,8748,,,Civic,,,,,1,1
GROW NYC,,,,,,,,,,,,,,,,,,,,,100882,,,Civic,,,,,48,48
HERRING ALLIANCE,,,,,,,,,,,,,,,,,,,,,20403,,,Civic,,,,,1,1
URBAN WORKSHOP NYC,,,,"Chestnut St Community Garden, Cypress Hills, Brooklyn
Amboy Neighborhood Garden, Brownsville, Brooklyn",Education,Yes,Urban Workshop provides a unique learning opportunity for high school students: rigorous academic exploration centered around community construction projects.,,Brooklyn,info@urbanworkshopnyc.org,Urban Workshop NYC,,NY,442-D Lorimer St. #275,,1,501(c)(3) (or has applied),http://urbanworkshopnyc.org,11206,0,102022,,,Civic,Community Garden,MANAGE,1,2007,1,1
NYC DYCD,,,,,,,,,,,,,,,,,,,,,3100,,,Civic,,,,,4,4
NYC BARN DANCE,,,,,,,,,,,,,,,,,,,,,20611,,,Civic,,,,,1,1
QUEENS SPANISH ADVENTIST COMMUNITY SERVICES,,,,,,,,,,,,,,,,,,,,,20790,,,Civic,,,,,1,1
FRIENDS OF LEIF ERICSON PARK,,,,,,,,,,,,,,,,,,,,,20330,,,Civic,,,,,1,1
FRIENDS OF PAUL RAIMONA PLAYGROUND,,,,,,,,,,,,,,,,,,,,,20337,,,Civic,,,,,1,1
SHABHALA YOGA AND DANCE CENTER,,,,,,,,,,,,,,,,,,,,,20852,,,Business,,,,,1,1
AMERICAN SOCIETY OF LANDSCAPE ARCHITECTS- NY,,,,"-- On W. 97th Street between Columbus and Amsterdam Avenues in Manhattan
-- at St. Catherine's Park in Manhattan
-- JHS 218, Brooklyn
-- Our education and advocacy programs are citywide",Environment,Yes,"The SocietyΓÇÖs mission is to lead, to educate, and to participate in the careful stewardship, wise planning, and artful design of our cultural and natural environments.",,New York,nyasla.excom@gmail.com,"American Society of Landscape Architects, New York Chapter",212-269-2984,NY,"205 E 42nd St, 14th floor",@ASLA_NY,2,501(c)(4) (or has applied),http://aslany.org,10017,1-19%,102518,,,Civic,School yard / Outdoor classroom,EDUCATE,1,1914,1,1
WYCKOFF BOND GARDEN,,,,"WB Garden is located on the Northwest corner of Wyckoff and Bond Sts. in Boerum Hill, Brooklyn",Environment,Yes,"Provide a green, sustainable space within the Boerum Hill community that serves as an environmental and educational resource to our neighbors. The space is used for artistic and cultural events that enrich the community.",,Brooklyn,www.facebook.com/wbgardenBKlyn/wyckoffbondgarden@gmail.com,Wyckoff Bond Garden,516--413-7462,NY,366 Pacific St,,1,501(c)(3) (or has applied),,11217,80-100%,1584,,,Civic,Community Garden,MANAGE,1,1979,0,0
FRIENDS OF EAST63 DOG PARK,,,,,,,,,,,,,,,,,,,,,20311,,,Civic,,,,,1,1
HIGHBRIDGE COALITION,,,,,,,,,,,,,,,,,,,,,3784,,,Civic,,,,,1,1
BAYONNE DRYDOCK AND REPAIR CORP,,,,,,,,,,,,,,,,,,,,,20072,,,Civic,,,,,1,1
BX STUDIO SCHOOL FOR WRITERS AND ARTISTS,,,,,,,,,,,,,,,,,,,,,102823,,,School,,,,,1,1
EAST RIVER PARK COALITION,,,,,,,,,,,,,,,,,,,,,100604,,,Civic,,,,,2,2
BLUE CLASSROOM,,,,,,,,,,,,,,,,,,,,,102725,,,Civic,,,,,1,1
WESTCHESTER LAND TRUST,,,,"Otter Creek, Village of Mamaroneck, NY. Conservation Easement, Bedford, NY. All around Westchester County and the eastern part of Putnam County.",Environment,,"WLT works together with public and private partners to preserve land in perpetuity, and to protect and enhance the natural resources in our communities.",,Bedford Hills,Info@westchesterlandtrust.org,Westchester Land Trust,914-234-6992,NY,403 Harris Rd.,WLT_NY,1,501(c)(3) (or has applied),http://westchesterlandtrust.org,10507,40-59%,5838,,,Civic,Forest / Woodland,CONSERVE,2,1988,1,1
GLEN OAKS VILLAGE OWNERS,,,,"Glen Oaks Village (East Section zip 11004)
North: North Shore Towers Golf Course
South: Union Turnpike
West: Little Neck Parkway
East: LIJ Northwell Hospital Complex

Glen Oaks Village (West Section zip 11426)
North: Queens County Farm Museum
South: Unio",Community improvement and capacity building,Yes,The largest garden apt residential housing Co-op in New York.,,Glen Oaks,govonyc@aol.com,"Glen Oaks Village Owners, Inc.",718-347-2337,NY,70-33 260 Street,Facebook: glen oaks village co-op,11,Other,http://glenoaksvillage.com,11004,20-39%,20363,,,Civic,Community Garden,MANAGE,1,1981,0,0
PROSPECT CEMETERY ASSOCIATION OF JAMAICA VILLAGE,,,,"Prospect Cemetery of Jamaica
Beaver Road & 159th Street
Queens, New York",,Yes,"To foster the management and heritage of Prospect Cemetery, a site designated as a New York City landmark and listed in the National Register of Historic Places.",,New York,,Prospect Cemetery Association of Jamaica Village,,NY,"One Whitehall Street, 21st Floor",,11,Other,http://prospectcemeteryassociation.org,10004,80-100%,141867457,,,Civic,,CONSERVE,1,2000,0,0
LAND A HAND,,,,,,,,,,,,,,,,,,,,,20468,,,Civic,,,,,1,1
200 HICKS ST BLOCK,,,,Hicks St. between Joralemon St. and Grace Court Alley in Brooklyn Heights,,Yes,,,Brooklyn,,200 Hicks St. Block Association,,NY,"255 Hicks St., Apt. 1",,11,Other,,11201,80-100%,102175,,,Civic,Street tree,MANAGE,1,2009,0,0
SUNSET PARK HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,107246,,,School,,,,,1,1
AMERICAN COMMUNITY GARDENING ASSOC,,,,"We work everywhere in the United States and Canada. Specifically, we focused our efforts in the northeast for our annual conference in Hartford,CT and worked closely with our board members in New York City to help with outreach.",Education,Yes,"The American Community Gardening Association (ACGA) is a bi-national nonprofit membership organization of professionals, volunteers and supporters of community greening in urban and rural communities. The Association recognizes that community gardening i",,College Park,info@communitygarden.org,American Community Gardening Association,877-275-2242,GA,3271 Main St.,@ACGA_CommGarden,1,501(c)(3) (or has applied),http://communitygarden.org,30337,1-19%,102391,,,Civic,Community Garden,EDUCATE,1,1979,2,2
COMMUNITY BOARDS - SI,,,,,,,,,,,,,,,,,,,,,20208,,,Civic,,,,,1,1
PS Q 324 ROCKAWAY PARK HS FOR ENVIRONMENTAL SUSTAINABILITY,,,,,,,,,,,,,,,,,,,,,20770,,,School,,,,,1,1
MADOO CONSERVANCY,,,,We work on our own property,"Arts, culture, creative practices",Yes,"The Madoo Conservancy is dedicated to the study, preservation and enhancement of Madoo, the everchanging, horticulturally diverse garden w/ historical structure Est. in 1967 by artists, writer and gardener Robert Pasha in the Village of Sagaponack, NY. A",,Sagaponack,info@madoo.org,"The Madoo Conservancy, Inc.",631-537-8200,NY,P.O. Box 362,,1,501(c)(3) (or has applied),http://madoo.org,11962,,133726372,,,Civic,Botanical Garden / Arboretum,MANAGE,1,1993,0,0
MOMMIES OF ROCKAWAY PARKS UNITED,,,,,,,,,,,,,,,,,,,,,105160,,,Civic,,,,,1,1
NJ HARBOR DISCHARGERS GROUP,,,,,,,,,,,,,,,,,,,,,20586,,,Civic,,,,,1,1
BETHANY COMMUNITY GARDEN,,,,"The Town of Bethany, CT",Food,Yes,"1) Sunny place to garden
2) Making gardening accessible for disabled or mobility impaired persons
3) an opportunity to enjoy the community of other gardeners
4) to grow food for food pantry/kitchen or local families in need.
5) Encourage + Educate Youth",,Bethany,bethanyctcommunitygarden@gmail.com,"The Bethany Community Garden, Inc.",203-464-2028,CT,82 Russel Road,,1,501(c)(3) (or has applied),https://www.facebook.com/BethanyConnecticutCommunityGarden/,6524,1-19%,811743662,,,Civic,Community Garden,EDUCATE,1,2013,0,0
FRIENDS OF THOMAS GREENE PARK,,,,Park between Douglass & DeGraw and Nevins & 3rd Ave.,Youth,,"MISSION
Bringing neighboring communities together to shape a common vision for the parkΓÇÖs future and to be the stewards of a re-imagined and revitalized park.  The Friends of Douglass/Greene Park will foster new, creative partnerships among communities",,Brooklyn,sue.wolfe@corcoran.com,Friends of Thomas Greene Park,917-868-5332,NY,143 Lafayette Ave,,1,501(c)(3) (or has applied),http://friendsofthomasgreenepark.org,11238,60-79%,1190,,,Civic,Park,ADVOCATE,2,2008,2,2
CORBIN HILL FOOD PROJECT,,,,,,,,,,,,,,,,,,,,,103352,,,Civic,,,,,1,1
TOWN OF NORTH SALEM,,,,,,,,,,,,,,,,,,,,,20938,,,Government,,,,,1,1
Q COMMUNITY HOUSE,,,,"Pomonok Houses/NYCHA Housing development, Kissena Blvd Flushing","Human services (including day-care, family services)",Yes,"Queens Community House provides individuals and families with the tools to enrich their lives and build healthy, inclusive communities.",,Queens,info@qchnyc.org,Queens Community House,718-592-5757,NY,108-25 62 Drive,QCHnyc,1,501(c)(3) (or has applied),http://qchnyc.org,11375,1-19%,3383,,,Civic,"Residential building grounds (apartment courtyard, back yard, etc.)",MANAGE,1,1975,2,2
CITIZENS AGAINST GRAFFITI EVERYWHERE,,,,"All of Queens County
Where there is Graffiti
& illegally posted signs on trees",Other,Yes,Our job is to fight graffiti - remove or paint over it & remove illegally posted signs on trees & public property.,,Jamaica,HERR281761@Aol.com,Citizens Against Graffitti Everywhere (C.A.G.E.),718-341-1395,NY,300050 JFK Airport,none,3,Group without 501(c)(3) or 501(c)(4) status,,11430,1-19%,1091,,,Civic,Street tree,MANAGE,1,2005,1,1
SWIM COALITION,,,,,,,,,,,,,,,,,,,,,2065,,,Civic,,,,,9,9
CROTONA PARK NATURE CENTER,,,,,,,,,,,,,,,,,,,,,3058,,,Civic,,,,,1,1
NYFD,,,,,,,,,,,,,,,,,,,,,20680,,,Government,,,,,1,1
FRIENDS OF SOUNDVIEW PARK,,,,"Soundview Park, Bronx, 10473",Environment,Yes,"The Friends of Soundview Park is a community-based volunteer group dedicated to engaging, educating, and inspiring the Soundview Park community.",,Bronx,Friends.soundviewpark@gmail.com,Friends of Soundview Park,,NY,1750 Gleason Avenue,Twitter@soundviewpark,11,Other,https://www.facebook.com/soundviewpark/,10472,80-100%,100765,,,Civic,Park,CONSERVE,1,2010,1,1
FRIENDS OF HILLSIDE DOG PARK,,,,,,,,,,,,,,,,,,,,,3469,,,Civic,,,,,1,1
SUPPORTIVE HOUSING NETWORK OF NY,,,,,,,,,,,,,,,,,,,,,20903,,,Government,,,,,1,1
AERSHOP,,,,,,,,,,,,,,,,,,,,,102320,,,Civic,,,,,1,1
ECOSTATION NY,,,,,,,,,,,,,,,,,,,,,104180,,,Civic,,,,,3,3
LOWER HUDSON PRISM,,,,,,,,,,,,,,,,,,,,,20494,,,Civic,,,,,2,2
THE LACKAWAXEN RIVER CONSERVANCY,,,,,,,,,,,,,,,,,,,,,31011,,,Civic,,,,,0,0
NYC OFFICE OF GOVERNOR- STORM RECOVERY,,,,,,,,,,,,,,,,,,,,,20655,,,Government,,,,,3,3
ACHILLES INTERNATIONAL,,,,,,,,,,,,,,,,,,,,,102298,,,Civic,,,,,1,1
FARM SCHOOL NYC,,,,"The Youth Farm in Crown Heights, Brooklyn

Our programming takes places at urban farms and gardens all throughout NYC.",Education,Yes,"Farm School NYC trains local residents in urban agriculture in order to build self-reliant communities and inspire positive local action around food access and social, economic, and racial justice issues.

Farm School NYC offers urban agriculture trainin",,New York,info@farmschoolnyc.org,Farm School NYC,212-858-9821,NY,"114 West 47th Street, Suite C1-35",,3,Group without 501(c)(3) or 501(c)(4) status,http://farmschoolnyc.org,10036,1-19%,100668,,,Civic,Urban Farm,EDUCATE,1,2011,3,3
BULLETTRUN MULTIMEDIA PARKOUR ARTISTS,,,,,,,,,,,,,,,,,,,,,102926,,,Civic,,,,,1,1
NYC OFFICE OF BORO PRES- M,,,,,,,,,,,,,,,,,,,,,7745,,,Government,,,,,3,3
PORT AUTHORITY,,,,,,,,,,,,,,,,,,,,,4957,,,Government,,,,,4,4
TALL SHIPS AMERICA,,,,,,,,,,,,,,,,,,,,,20909,,,Civic,,,,,1,1
NPS,,,,,,,,,,,,,,,,,,,,,4455,,,Civic,,,,,14,14
PS M 9,,,,,,,,,,,,,,,,,,,,,105819,,,School,,,,,1,1
RECYCLE FOOD WASTE,,,,,,,,,,,,,,,,,,,,,20800,,,Civic,,,,,1,1
NYC OFFICE OF SENATE- MARTIN GOLDEN,,,,,,,,,,,,,,,,,,,,,20668,,,Government,,,,,1,1
QUEENS ACTION COALITION,,,,,,,,,,,,,,,,,,,,,20789,,,Civic,,,,,1,1
FLUSHING MEADOWS CORONA PARK CONSERVANCY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
HERRS,,,,,,,,,,,,,,,,,,,,,20404,,,Business,,,,,1,1
REI,,,,,,,,,,,,,,,,,,,,,20805,,,Business,,,,,1,1
INTERFAITH NUTRITION NETWORK,,,,,,,,,,,,,,,,,,,,,112676892,,,Civic,,,,,2,2
NATTY GARDEN,,,,,,,,,,,,,,,,,,,,,20567,,,Civic,,,,,1,1
CHILDCARE COUNCIL,,,,,,,,,,,,,,,,,,,,,20173,,,Civic,,,,,1,1
FRIENDS OF ROBERTO CLEMENTE STATE PARK,,,,,,,,,,,,,,,,,,,,,3501,,,Civic,,,,,1,1
FRIENDS OF FIRST RUN,,,,,,,,,,,,,,,,,,,,,20316,,,Civic,,,,,1,1
BATTERY CONSERVANCY,,,,The Battery (formerly known as Battery Park),Environment,Yes,"The Battery Conservancy (TBC) is the non-profit partner working with New York City Department of Parks and Recreation to design, build, maintain, and enliven the historic Battery, the 25-acre public park at the southern tip of Manhattan.",,New York,info@thebattery.org,The Battery Conservancy,917-409-3727,NY,"1 Whitehall Street, Floor 17",thebatterynyc,1,501(c)(3) (or has applied),http://thebattery.org,10004,80-100%,1038,,,Civic,Park,MANAGE,1,1994,2,2
NEW CANAAN HIGH SCHOOL,,,,,,,,,,,,,,,,,,,,,20573,,,Civic,,,,,1,1
BK PRECINCT 71,,,,,,,,,,,,,,,,,,,,,8197,,,Civic,,,,,1,1
MARINERS MARSH CONSERVANCY,,,,,,,,,,,,,,,,,,,,,4277,,,Civic,,,,,1,1
MONTAGUE ST BID,,,,"MONTAGUE ST BETWEEN COURT ST AND THE PROMENADE, BROOKLYN HEIGHTS",Economic development,Yes,"The mission of the Montague Street BID is to improve all aspects of the District, from beautifying the public realm to supporting our local and national retailers.",,BROOKLYN,KATE@montaguebid.com,Montague St. BID,718-522-3649,NY,129 Montague St.,,1,501(c)(3) (or has applied),http://montaguebid.com,11211,1-19%,4375,,,Civic,Street tree,MANAGE,1,1996,0,0
SI EDC,,,,,,,,,,,,,,,,,,,,,5425,,,Civic,,,,,2,2
NEW SETTLEMENT'S BRONX HELPERS,,,,,,Yes,,,Bronx,bronxhelpers@newsettlement.org,New Settlement-Bronx Helpers,718-716-8000 -- main office; 917-962-9988 x101 -- program space,NY,1512 Townsend Ave.,,1,501(c)(3) (or has applied),,10452,,4517,,,Civic,,PARTICIPATE/PARTNER/SUPPORT,1,,1,1
RIF ASYLUM SUPPORT,,,,,,,,,,,,,,,,,,,,,20813,,,Civic,,,,,1,1
HOBOKEN COVE BOAT HOUSE,,,,,,,,,,,,,,,,,,,,,20409,,,Civic,,,,,1,1
SCHOOL NEWS NATIONWIDE- TOUR FOR TOLERANCE,,,,Brooklyn Bronx Queens Manhatten,Education,Yes,"Vision: A peaceful world that respects human dignity among all people 
Mission: To promote tolerance, our common humanity, and the importance of individual and civic responsibility  among youth of all backgrounds",,Brooklyn,wbsnn1@gmail.com,School News Nationwide Tour for Tolerance,718-753-9920,NY,490 East 28 Street,,1,501(c)(3) (or has applied),http://tourfortolerance.org,11226,1-19%,1468,,,Civic,None of the above,EDUCATE,1,1993,0,0
Q COLONY CIVIC ASSOC,,,,,,,,,,,,,,,,,,,,,106512,,,Civic,,,,,1,1
NYBG,,,,,,,,,,,,,,,,,,,,,5542,,,Civic,,,,,18,18
PS M 166,,,,,,,,,,,,,,,,,,,,,101434,,,School,,,,,1,1
CITY LIFE IS MOVING BODIES,,,,,,,,,,,,,,,,,,,,,100452,,,Civic,,,,,1,1
CITI TRAVEL GROUP,,,,,,,,,,,,,,,,,,,,,20182,,,Business,,,,,1,1
BIOME ARTS,,,,,,,,,,,,,,,,,,,,,20089,,,Civic,,,,,1,1
STATE OF CT,,,,,,,,,,,,,,,,,,,,,20885,,,Government,,,,,1,1
RIVERSIDE PARK,,,,,,,,,,,,,,,,,,,,,7284,,,Civic,,,,,1,1
NYC OFFICE OF BORO PRES- BK,,,,,,,,,,,,,,,,,,,,,2632,,,Civic,,,,,6,6
RIVERDALE YONKERS SOCIETY FOR ETHICAL CULTURE,,,,,,,,,,,,,,,,,,,,,20818,,,Civic,,,,,1,1
COLUMBUS AMSTERDAM BID,,,,"96th to 110th on Amsterdam and Columbus Avenues in Manhattan 

We handle tree pits/wells, we clean and plant the tree wells. We install tree guards and work with citizen pruners to maintain tree health. 

We work with Parks and clean around playgrounds a",Community improvement and capacity building,Yes,The Columbus/Amsterdam Business Improvement District (BID) was created to increase commercial activity and create a more vital and active business center along Columbus and Amsterdam Avenues from W. 96th to W. 110th Streets by providing services and init,,New York,info@columbusamsterdambid.org,Columbus Amsterdam BID,212-666-9774,NY,991 Amsterdam Ave # 1,Col_AmBID,2,501(c)(4) (or has applied),http://columbusamsterdambid.org,10025,40-59%,1106,,,Civic,Street tree,MANAGE,1,1987,2,2
HUNTERDON COUNTY PLANNING,,,,,,,,,,,,,,,,,,,,,20420,,,Government,,,,,1,1
STOREFRONT SCIENCE,,,,,,,,,,,,,,,,,,,,,20892,,,Civic,,,,,1,1
ALLEY POND ENVIRONMENTAL CENTER,,,,Wetland Section of Alley Pond Park,Education,Yes,"The Alley Pond Environmental Center (APEC), a nonprofit environmental education organization, is dedicated to educating children and adults in the New York metropolitan area, protecting and preserving Alley Pond Park, open spaces and water bodies, and ad",,Douglaston,,"Alley Pond Environmental Center, Inc.",,NY,228-06 Northern Boulevard,,1,501(c)(3) (or has applied),http://alleypond.com,11362,20-39%,1022,,,Civic,Other,EDUCATE,1,1972,0,0
"PS 9R, NAPLES ST ELEMENTARY SCHOOL",,,,,,,,,,,,,,,,,,,,,105248,,,School,,,,,1,1
Lycée Français de New York,,,,,,,,,,,,,,,,,,,,,20498,,,Civic,,,,,1,1
CURB YOUR LITTER,,,,,,,,,,,,,,,,,,,,,103431,,,Civic,,,,,1,1
MADE IN BROWNSVILLE,,,,"Brownsville, Brooklyn.
Belmont Avenue and Osborne Street",Youth,Yes,Made in Brownsville┬« is a nonprofit on a mission to reduce the number of disconnected youth in Brownsville by lowering their barriers to entry to the STEAM professions and increasing their relevant experience in the innovation economy.,,Brooklyn,Contact@madeinbrownsville.org,Made in Brownsville,718-513-1115,NY,,@madeinbville,1,501(c)(3) (or has applied),http://madeinbrownsville.org,11212,20-39%,104967,,,Civic,"Public Right of Way (Sidewalk, street ends, traffic island, public plaza)",PARTICIPATE/PARTNER/SUPPORT,1,,0,0
DANCE THEATRE ETCETERA,,,,,,,,,,,,,,,,,,,,,8047,,,Civic,,,,,1,1
SULLIVAN LUDLAM STODDARD NEIGHBORHOOD ASSOC,,,,"Sullivan Place between Bedford Avenue and Rogers Avenue, Ludlam Place, Stoddard Place Brooklyn, New York",Community improvement and capacity building,Yes,"We strive to foster, encourage and promote a neighborly atmosphere ~ maintaining the values that make this an ideal neighborhood.",,Brooklyn,slsna11225@gmail.com,Sullivan Ludlam Stoddard Neighborhood Association,917-868-0237,NY,14 Ludlam Place,,3,Group without 501(c)(3) or 501(c)(4) status,http://slsna.org,11225,20-39%,5449,,,Civic,"Public Right of Way (Sidewalk, street ends, traffic island, public plaza)",MANAGE,1,1968,0,0
BREUKELEN SIGHT COMMUNITY GARDEN,,,,Community Garden on NYCita grounds Brevkelen Houses,Other,,Build the community and beautify the grounds of the development,,Brooklyn,annerameai@aol.com,Breukelen Sight Community Garden,718-649-0028,NY,998 Williams Ave,,3,Group without 501(c)(3) or 501(c)(4) status,,11207,80-100%,31009,,,Civic,Community Garden,MANAGE,2,1977,0,0
RED HOOK INITIATIVE,,,,,,,,,,,,,,,,,,,,,101611,,,Civic,,,,,2,2
LITTLE ROCK GARDEN / LITTLE GREEN GARDEN,,,,,,,,,,,,,,,,,,,,,20486,,,Civic,,,,,1,1
IS K 136- CHARLES O DEWEY,,,,,,,,,,,,,,,,,,,,,104445,,,Civic,,,,,1,1
